sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
APPL-00006817,2022-12-12,2022,Q4,December,Norway,Europe,Stavanger,iPhone 14 Pro Max,iPhone,256 GB,Product Red,1000.0,0,1,1000.0,1000.0,NOK,10.65,10650.0,Third-Party Retailer,Gift Card,Business,35–44,iOS 15,,Kept
APPL-00006818,2023-02-01,2023,Q1,February,Norway,Europe,Stavanger,iPhone 15 Plus,iPhone,64 GB,Silver,941.9,5,1,894.8,894.8,NOK,10.65,9529.62,Apple Store,Net Banking,Business,25–34,Other,,Kept
APPL-00006819,2023-02-21,2023,Q1,February,Norway,Europe,Stavanger,Apple Pencil (2nd Gen),Accessories,N/A,Space Gray,135.35,7,2,125.88,251.76,NOK,10.65,2681.24,Corporate / B2B,Apple Pay,Individual,45–54,N/A,4.8,Kept
APPL-00006820,2023-04-01,2023,Q2,April,Norway,Europe,Stavanger,MacBook Air 13-inch (M2),Mac,1 TB SSD,Starlight,1154.06,0,2,1154.06,2308.12,NOK,10.65,24581.48,Online (Apple.com),Gift Card,Government,45–54,N/A,4.8,Kept
APPL-00006821,2023-05-11,2023,Q2,May,Norway,Europe,Stavanger,Magic Trackpad,Accessories,N/A,Black,134.68,7,2,125.25,250.5,NOK,10.65,2667.83,Online (Apple.com),Apple Pay,Business,55+,N/A,4.0,Kept
APPL-00006822,2023-06-01,2023,Q2,June,Norway,Europe,Stavanger,iPad Air (M1),iPad,256 GB,Silver,600.46,0,7,600.46,4203.22,NOK,10.65,44764.29,Carrier Store,Credit Card,Government,25–34,N/A,4.8,Kept
APPL-00006823,2023-10-20,2023,Q4,October,Norway,Europe,Stavanger,iPhone 14,iPhone,128 GB,Black,752.32,0,2,752.32,1504.64,NOK,10.65,16024.42,Corporate / B2B,Cash,Individual,35–44,Android,4.5,Kept
APPL-00006824,2023-11-12,2023,Q4,November,Norway,Europe,Stavanger,Apple Pencil (2nd Gen),Accessories,N/A,Silver,126.14,5,1,119.83,119.83,NOK,10.65,1276.19,Online (Apple.com),EMI / Installment,Business,35–44,N/A,4.9,Kept
APPL-00006825,2023-12-13,2023,Q4,December,Norway,Europe,Stavanger,AirPods (3rd Gen),AirPods,N/A,Sky,176.99,15,3,150.44,451.32,NOK,10.65,4806.56,Corporate / B2B,Net Banking,Education,25–34,N/A,3.5,Kept
APPL-00006826,2023-12-13,2023,Q4,December,Norway,Europe,Stavanger,MacBook Pro 14-inch (M3),Mac,256 GB SSD,Gold,2080.24,7,1,1934.62,1934.62,NOK,10.65,20603.7,Corporate / B2B,EMI / Installment,Individual,45–54,N/A,,Kept
APPL-00006827,2023-12-31,2023,Q4,December,Norway,Europe,Stavanger,Magic Trackpad,Accessories,N/A,Black,135.41,5,1,128.64,128.64,NOK,10.65,1370.02,Online (Apple.com),Credit Card,Business,55+,N/A,3.5,Kept
APPL-00006828,2024-01-12,2024,Q1,January,Norway,Europe,Stavanger,Mac mini (M2),Mac,256 GB SSD,Gold,589.13,0,1,589.13,589.13,NOK,10.65,6274.23,Carrier Store,Debit Card,Business,55+,N/A,,Kept
APPL-00006829,2024-06-30,2024,Q2,June,Norway,Europe,Stavanger,iPhone 14,iPhone,256 GB,Product Red,737.36,15,1,626.76,626.76,NOK,10.65,6674.99,Online (Apple.com),Credit Card,Individual,35–44,iOS 15,,Kept
APPL-00006830,2024-12-17,2024,Q4,December,Norway,Europe,Stavanger,Magic Mouse,Accessories,N/A,White,80.49,10,2,72.44,144.88,NOK,10.65,1542.97,Online (Apple.com),Cash,Government,45–54,N/A,4.2,Kept
APPL-00006831,2022-02-03,2022,Q1,February,Norway,Europe,Tromsø,iPad Pro 11-inch (M2),iPad,128 GB,Silver,823.25,0,2,823.25,1646.5,NOK,10.65,17535.23,Carrier Store,Gift Card,Individual,25–34,N/A,4.1,Kept
APPL-00006832,2022-04-15,2022,Q2,April,Norway,Europe,Tromsø,iPhone 14 Pro Max,iPhone,64 GB,Product Red,1049.59,0,1,1049.59,1049.59,NOK,10.65,11178.13,Third-Party Retailer,Debit Card,Business,45–54,Android,,Kept
APPL-00006833,2022-04-27,2022,Q2,April,Norway,Europe,Tromsø,AirPods Max,AirPods,N/A,Midnight,553.34,7,6,514.61,3087.66,NOK,10.65,32883.58,Third-Party Retailer,Gift Card,Individual,18–24,N/A,3.3,Kept
APPL-00006834,2022-05-09,2022,Q2,May,Norway,Europe,Tromsø,HomePod (2nd Gen),Accessories,N/A,Black,283.74,10,2,255.37,510.74,NOK,10.65,5439.38,Carrier Store,Debit Card,Business,45–54,N/A,,Kept
APPL-00006835,2022-08-09,2022,Q3,August,Norway,Europe,Tromsø,Apple Watch SE (2nd Gen),Apple Watch,N/A,Starlight,250.73,0,2,250.73,501.46,NOK,10.65,5340.55,Apple Store,Debit Card,Government,25–34,N/A,4.6,Kept
APPL-00006836,2022-12-19,2022,Q4,December,Norway,Europe,Tromsø,iPhone 13 Pro,iPhone,256 GB,Deep Purple,860.85,15,2,731.72,1463.44,NOK,10.65,15585.64,Online (Apple.com),Cash,Education,35–44,New User,3.2,Kept
APPL-00006837,2023-04-10,2023,Q2,April,Norway,Europe,Tromsø,Apple TV 4K (3rd Gen),Accessories,N/A,Silver,130.19,2,2,127.59,255.18,NOK,10.65,2717.67,Third-Party Retailer,Cash,Individual,45–54,N/A,,Kept
APPL-00006838,2023-07-24,2023,Q3,July,Norway,Europe,Tromsø,iPad Pro 12.9-inch (M2),iPad,256 GB,Gold,1112.21,10,1,1000.99,1000.99,NOK,10.65,10660.54,Online (Apple.com),Credit Card,Education,35–44,N/A,3.4,Kept
APPL-00006839,2023-09-21,2023,Q3,September,Norway,Europe,Tromsø,Magic Trackpad,Accessories,N/A,Space Gray,135.55,5,1,128.77,128.77,NOK,10.65,1371.4,Corporate / B2B,Credit Card,Government,35–44,N/A,4.8,Kept
APPL-00006840,2023-12-20,2023,Q4,December,Norway,Europe,Tromsø,MacBook Air 15-inch (M2),Mac,512 GB SSD,Midnight,1386.25,0,2,1386.25,2772.5,NOK,10.65,29527.12,Apple Store,Apple Pay,Education,35–44,N/A,,Kept
APPL-00006841,2024-03-21,2024,Q1,March,Norway,Europe,Tromsø,iPhone 13 Pro Max,iPhone,1 TB,Blue Titanium,1084.65,2,1,1062.96,1062.96,NOK,10.65,11320.52,Carrier Store,Net Banking,Individual,45–54,New User,4.3,Kept
APPL-00006842,2024-04-27,2024,Q2,April,Norway,Europe,Tromsø,iPhone 14,iPhone,1 TB,Black Titanium,771.08,0,1,771.08,771.08,NOK,10.65,8212.0,Carrier Store,Debit Card,Business,25–34,iOS 16,,Kept
APPL-00006843,2024-05-04,2024,Q2,May,Norway,Europe,Tromsø,AirPods Pro (2nd Gen),AirPods,N/A,Sky,267.97,0,2,267.97,535.94,NOK,10.65,5707.76,Carrier Store,Gift Card,Business,25–34,N/A,,Kept
APPL-00006844,2024-05-11,2024,Q2,May,Norway,Europe,Tromsø,MagSafe Charger,Accessories,N/A,Black,38.19,0,2,38.19,76.38,NOK,10.65,813.45,Carrier Store,Gift Card,Government,35–44,N/A,4.5,Kept
APPL-00006845,2024-05-12,2024,Q2,May,Norway,Europe,Tromsø,iPad (10th Generation),iPad,64 GB,Space Gray,426.49,3,4,413.7,1654.8,NOK,10.65,17623.62,Online (Apple.com),Apple Pay,Government,35–44,N/A,4.3,Kept
APPL-00006846,2024-05-15,2024,Q2,May,Norway,Europe,Tromsø,iPhone 14,iPhone,1 TB,Green,797.46,0,2,797.46,1594.92,NOK,10.65,16985.9,Apple Store,Cash,Education,18–24,Other,3.0,Kept
APPL-00006847,2024-10-12,2024,Q4,October,Norway,Europe,Tromsø,AirPods (3rd Gen),AirPods,N/A,Midnight,164.19,5,1,155.98,155.98,NOK,10.65,1661.19,Carrier Store,Cash,Education,35–44,N/A,4.6,Kept
APPL-00006848,2024-12-14,2024,Q4,December,Norway,Europe,Tromsø,iPhone SE (3rd Gen),iPhone,1 TB,White Titanium,422.94,0,2,422.94,845.88,NOK,10.65,9008.62,Online (Apple.com),Debit Card,Business,35–44,iOS 15,,Kept
APPL-00006849,2024-12-20,2024,Q4,December,Norway,Europe,Tromsø,Magic Trackpad,Accessories,N/A,Black,126.17,0,1,126.17,126.17,NOK,10.65,1343.71,Corporate / B2B,Gift Card,Individual,25–34,N/A,4.2,Kept
APPL-00006850,2022-03-08,2022,Q1,March,Norway,Europe,Trondheim,USB-C Woven Charge Cable,Accessories,N/A,White,29.04,15,1,24.68,24.68,NOK,10.65,262.84,Corporate / B2B,Credit Card,Individual,35–44,N/A,,Returned
APPL-00006851,2022-06-23,2022,Q2,June,Norway,Europe,Trondheim,USB-C Woven Charge Cable,Accessories,N/A,Black,27.32,3,3,26.5,79.5,NOK,10.65,846.68,Carrier Store,Net Banking,Government,55+,N/A,3.8,Kept
APPL-00006852,2022-06-28,2022,Q2,June,Norway,Europe,Trondheim,Magic Keyboard,Accessories,N/A,Black,94.22,0,3,94.22,282.66,NOK,10.65,3010.33,Apple Store,Gift Card,Education,25–34,N/A,3.7,Kept
APPL-00006853,2022-09-06,2022,Q3,September,Norway,Europe,Trondheim,Apple Watch Ultra 2,Apple Watch,N/A,Black Titanium,764.57,0,1,764.57,764.57,NOK,10.65,8142.67,Corporate / B2B,EMI / Installment,Education,25–34,N/A,,Kept
APPL-00006854,2022-10-26,2022,Q4,October,Norway,Europe,Trondheim,iPhone SE (3rd Gen),iPhone,1 TB,Black,414.69,10,2,373.22,746.44,NOK,10.65,7949.59,Corporate / B2B,EMI / Installment,Government,25–34,New User,3.4,Kept
APPL-00006855,2022-11-25,2022,Q4,November,Norway,Europe,Trondheim,iPhone 13 Pro Max,iPhone,256 GB,Blue Titanium,1037.57,10,3,933.81,2801.43,NOK,10.65,29835.23,Carrier Store,EMI / Installment,Business,18–24,iOS 15,4.1,Kept
APPL-00006856,2023-03-08,2023,Q1,March,Norway,Europe,Trondheim,MacBook Air 15-inch (M2),Mac,1 TB SSD,Starlight,1348.25,7,2,1253.87,2507.74,NOK,10.65,26707.43,Third-Party Retailer,Credit Card,Government,18–24,N/A,,Kept
APPL-00006857,2023-04-05,2023,Q2,April,Norway,Europe,Trondheim,iPhone 13 Mini,iPhone,64 GB,White Titanium,621.96,5,2,590.86,1181.72,NOK,10.65,12585.32,Carrier Store,Cash,Education,18–24,New User,5.0,Kept
APPL-00006858,2023-08-07,2023,Q3,August,Norway,Europe,Trondheim,iPhone 13 Pro Max,iPhone,64 GB,Deep Purple,1065.78,15,3,905.91,2717.73,NOK,10.65,28943.82,Carrier Store,Debit Card,Business,45–54,Other,3.2,Kept
APPL-00006859,2023-09-07,2023,Q3,September,Norway,Europe,Trondheim,Magic Trackpad,Accessories,N/A,Silver,123.85,0,1,123.85,123.85,NOK,10.65,1319.0,Corporate / B2B,Apple Pay,Education,25–34,N/A,,Kept
APPL-00006860,2024-01-03,2024,Q1,January,Norway,Europe,Trondheim,MacBook Air 15-inch (M2),Mac,1 TB SSD,Silver,1246.07,0,2,1246.07,2492.14,NOK,10.65,26541.29,Authorized Reseller,Credit Card,Individual,35–44,N/A,4.4,Kept
APPL-00006861,2024-09-03,2024,Q3,September,Norway,Europe,Trondheim,Apple Pencil (1st Gen),Accessories,N/A,Black,103.64,3,1,100.53,100.53,NOK,10.65,1070.64,Online (Apple.com),Apple Pay,Government,25–34,N/A,4.3,Kept
APPL-00006862,2024-10-20,2024,Q4,October,Norway,Europe,Trondheim,Apple Pencil (1st Gen),Accessories,N/A,Black,104.41,0,1,104.41,104.41,NOK,10.65,1111.97,Apple Store,Debit Card,Education,45–54,N/A,4.4,Kept
APPL-00006863,2022-04-12,2022,Q2,April,Pakistan,Asia,Faisalabad,iPhone 13,iPhone,64 GB,Starlight,710.63,0,1,710.63,710.63,PKR,279.0,198265.77,Corporate / B2B,Cash,Education,45–54,New User,3.6,Kept
APPL-00006864,2022-05-16,2022,Q2,May,Pakistan,Asia,Faisalabad,iPad Air (M1),iPad,128 GB,Blue,567.92,3,4,550.88,2203.52,PKR,279.0,614782.08,Corporate / B2B,Gift Card,Individual,45–54,N/A,3.8,Kept
APPL-00006865,2022-08-03,2022,Q3,August,Pakistan,Asia,Faisalabad,Magic Mouse,Accessories,N/A,Silver,76.45,5,1,72.63,72.63,PKR,279.0,20263.77,Online (Apple.com),Apple Pay,Government,45–54,N/A,,Kept
APPL-00006866,2022-08-12,2022,Q3,August,Pakistan,Asia,Faisalabad,iPad Air (M1),iPad,2 TB,Space Gray,565.55,10,1,508.99,508.99,PKR,279.0,142008.21,Authorized Reseller,Net Banking,Individual,55+,N/A,4.4,Kept
APPL-00006867,2022-08-17,2022,Q3,August,Pakistan,Asia,Faisalabad,USB-C Woven Charge Cable,Accessories,N/A,Black,27.29,0,1,27.29,27.29,PKR,279.0,7613.91,Carrier Store,EMI / Installment,Education,55+,N/A,,Kept
APPL-00006868,2022-09-12,2022,Q3,September,Pakistan,Asia,Faisalabad,iPhone 15 Plus,iPhone,256 GB,Black,954.51,0,1,954.51,954.51,PKR,279.0,266308.29,Carrier Store,EMI / Installment,Business,45–54,iOS 16,4.9,Kept
APPL-00006869,2022-09-22,2022,Q3,September,Pakistan,Asia,Faisalabad,iPhone 14,iPhone,256 GB,Product Red,794.36,7,1,738.75,738.75,PKR,279.0,206111.25,Corporate / B2B,Net Banking,Education,18–24,iOS 16,4.7,Kept
APPL-00006870,2022-10-26,2022,Q4,October,Pakistan,Asia,Faisalabad,iPad Mini (6th Gen),iPad,2 TB,Starlight,475.59,2,1,466.08,466.08,PKR,279.0,130036.32,Online (Apple.com),EMI / Installment,Government,35–44,N/A,3.5,Kept
APPL-00006871,2022-11-22,2022,Q4,November,Pakistan,Asia,Faisalabad,iPhone 15 Pro Max,iPhone,64 GB,Silver,1222.07,15,2,1038.76,2077.52,PKR,279.0,579628.08,Carrier Store,Apple Pay,Individual,45–54,iOS 16,,Kept
APPL-00006872,2022-11-27,2022,Q4,November,Pakistan,Asia,Faisalabad,iPhone 15 Plus,iPhone,128 GB,Black,969.41,0,8,969.41,7755.28,PKR,279.0,2163723.12,Apple Store,Cash,Business,18–24,iOS 17,,Kept
APPL-00006873,2022-12-24,2022,Q4,December,Pakistan,Asia,Faisalabad,iPhone 14 Pro,iPhone,128 GB,Starlight,867.75,0,1,867.75,867.75,PKR,279.0,242102.25,Online (Apple.com),Cash,Education,45–54,iOS 17,3.1,Returned
APPL-00006874,2022-12-30,2022,Q4,December,Pakistan,Asia,Faisalabad,AirPods (2nd Gen),AirPods,N/A,Starlight,134.91,0,2,134.91,269.82,PKR,279.0,75279.78,Apple Store,Credit Card,Business,45–54,N/A,4.4,Kept
APPL-00006875,2023-01-17,2023,Q1,January,Pakistan,Asia,Faisalabad,iPhone SE (3rd Gen),iPhone,128 GB,White Titanium,460.35,0,1,460.35,460.35,PKR,279.0,128437.65,Third-Party Retailer,Net Banking,Business,45–54,iOS 16,4.5,Kept
APPL-00006876,2023-03-27,2023,Q1,March,Pakistan,Asia,Faisalabad,MacBook Air 15-inch (M2),Mac,2 TB SSD,Space Gray,1320.94,0,1,1320.94,1320.94,PKR,279.0,368542.26,Third-Party Retailer,Apple Pay,Education,18–24,N/A,,Kept
APPL-00006877,2023-06-22,2023,Q2,June,Pakistan,Asia,Faisalabad,iPhone 13,iPhone,64 GB,Green,653.93,5,2,621.23,1242.46,PKR,279.0,346646.34,Corporate / B2B,Cash,Individual,55+,iOS 15,3.7,Kept
APPL-00006878,2023-08-14,2023,Q3,August,Pakistan,Asia,Faisalabad,Apple Watch Series 8,Apple Watch,N/A,Titanium,316.2,0,2,316.2,632.4,PKR,279.0,176439.6,Authorized Reseller,Gift Card,Government,45–54,N/A,4.4,Kept
APPL-00006879,2023-10-08,2023,Q4,October,Pakistan,Asia,Faisalabad,MagSafe Charger,Accessories,N/A,Space Gray,39.21,0,2,39.21,78.42,PKR,279.0,21879.18,Corporate / B2B,EMI / Installment,Individual,25–34,N/A,3.6,Kept
APPL-00006880,2023-11-07,2023,Q4,November,Pakistan,Asia,Faisalabad,iPhone 15 Pro,iPhone,512 GB,Midnight,1063.4,3,1,1031.5,1031.5,PKR,279.0,287788.5,Carrier Store,Cash,Education,18–24,Other,3.9,Kept
APPL-00006881,2022-01-11,2022,Q1,January,Pakistan,Asia,Gujranwala,Apple Pencil (2nd Gen),Accessories,N/A,Black,122.26,10,2,110.03,220.06,PKR,279.0,61396.74,Authorized Reseller,Debit Card,Individual,55+,N/A,3.5,Kept
APPL-00006882,2022-03-01,2022,Q1,March,Pakistan,Asia,Gujranwala,Apple Pencil (2nd Gen),Accessories,N/A,Silver,134.89,0,5,134.89,674.45,PKR,279.0,188171.55,Apple Store,EMI / Installment,Government,25–34,N/A,3.2,Kept
APPL-00006883,2022-05-26,2022,Q2,May,Pakistan,Asia,Gujranwala,AirPods Pro (2nd Gen),AirPods,N/A,White,252.37,2,1,247.32,247.32,PKR,279.0,69002.28,Apple Store,EMI / Installment,Individual,55+,N/A,,Kept
APPL-00006884,2022-05-30,2022,Q2,May,Pakistan,Asia,Gujranwala,iPhone SE (3rd Gen),iPhone,512 GB,Starlight,398.01,0,3,398.01,1194.03,PKR,279.0,333134.37,Corporate / B2B,Net Banking,Government,45–54,Other,4.3,Kept
APPL-00006885,2022-06-14,2022,Q2,June,Pakistan,Asia,Gujranwala,Apple Watch Series 9,Apple Watch,N/A,Starlight,382.04,0,2,382.04,764.08,PKR,279.0,213178.32,Authorized Reseller,Gift Card,Education,25–34,N/A,4.4,Kept
APPL-00006886,2022-08-21,2022,Q3,August,Pakistan,Asia,Gujranwala,MagSafe Charger,Accessories,N/A,Space Gray,37.43,15,2,31.82,63.64,PKR,279.0,17755.56,Online (Apple.com),Cash,Education,35–44,N/A,3.0,Exchanged
APPL-00006887,2022-10-13,2022,Q4,October,Pakistan,Asia,Gujranwala,MagSafe Charger,Accessories,N/A,Black,38.1,0,3,38.1,114.3,PKR,279.0,31889.7,Corporate / B2B,Credit Card,Individual,25–34,N/A,4.3,Kept
APPL-00006888,2022-10-22,2022,Q4,October,Pakistan,Asia,Gujranwala,AirPods Max,AirPods,N/A,White,579.9,0,2,579.9,1159.8,PKR,279.0,323584.2,Corporate / B2B,EMI / Installment,Individual,55+,N/A,3.1,Kept
APPL-00006889,2022-11-24,2022,Q4,November,Pakistan,Asia,Gujranwala,MagSafe Charger,Accessories,N/A,Black,35.97,10,5,32.37,161.85,PKR,279.0,45156.15,Apple Store,Net Banking,Government,25–34,N/A,,Kept
APPL-00006890,2023-02-08,2023,Q1,February,Pakistan,Asia,Gujranwala,iPhone 14 Plus,iPhone,64 GB,White Titanium,907.96,7,2,844.4,1688.8,PKR,279.0,471175.2,Third-Party Retailer,Credit Card,Individual,35–44,New User,4.1,Kept
APPL-00006891,2023-02-12,2023,Q1,February,Pakistan,Asia,Gujranwala,HomePod (2nd Gen),Accessories,N/A,White,312.57,0,1,312.57,312.57,PKR,279.0,87207.03,Authorized Reseller,EMI / Installment,Business,18–24,N/A,3.3,Kept
APPL-00006892,2023-05-08,2023,Q2,May,Pakistan,Asia,Gujranwala,AirPods Pro (2nd Gen),AirPods,N/A,Starlight,267.56,0,2,267.56,535.12,PKR,279.0,149298.48,Online (Apple.com),Credit Card,Individual,35–44,N/A,,Kept
APPL-00006893,2023-06-15,2023,Q2,June,Pakistan,Asia,Gujranwala,iPhone 15 Plus,iPhone,64 GB,Black,922.09,7,1,857.54,857.54,PKR,279.0,239253.66,Corporate / B2B,Cash,Government,35–44,iOS 17,4.2,Kept
APPL-00006894,2023-06-30,2023,Q2,June,Pakistan,Asia,Gujranwala,Apple Pencil (1st Gen),Accessories,N/A,White,94.33,5,1,89.61,89.61,PKR,279.0,25001.19,Third-Party Retailer,Credit Card,Government,55+,N/A,3.1,Kept
APPL-00006895,2023-07-16,2023,Q3,July,Pakistan,Asia,Gujranwala,iPad Pro 11-inch (M2),iPad,2 TB,Gold,758.08,10,2,682.27,1364.54,PKR,279.0,380706.66,Corporate / B2B,Debit Card,Education,18–24,N/A,,Returned
APPL-00006896,2023-08-11,2023,Q3,August,Pakistan,Asia,Gujranwala,MacBook Pro 14-inch (M3),Mac,256 GB SSD,Midnight,1852.52,0,3,1852.52,5557.56,PKR,279.0,1550559.24,Apple Store,EMI / Installment,Individual,25–34,N/A,,Kept
APPL-00006897,2023-09-13,2023,Q3,September,Pakistan,Asia,Gujranwala,iPhone SE (3rd Gen),iPhone,64 GB,Blue Titanium,445.36,5,2,423.09,846.18,PKR,279.0,236084.22,Online (Apple.com),Net Banking,Individual,18–24,Android,3.3,Kept
APPL-00006898,2024-01-09,2024,Q1,January,Pakistan,Asia,Gujranwala,Apple Pencil (1st Gen),Accessories,N/A,Space Gray,99.96,0,1,99.96,99.96,PKR,279.0,27888.84,Corporate / B2B,Cash,Business,35–44,N/A,4.2,Kept
APPL-00006899,2024-09-05,2024,Q3,September,Pakistan,Asia,Gujranwala,Apple Watch Ultra 2,Apple Watch,N/A,Silver,760.14,15,1,646.12,646.12,PKR,279.0,180267.48,Carrier Store,Gift Card,Individual,55+,N/A,,Kept
APPL-00006900,2024-10-01,2024,Q4,October,Pakistan,Asia,Gujranwala,iPhone 13,iPhone,1 TB,Blue Titanium,696.93,0,1,696.93,696.93,PKR,279.0,194443.47,Authorized Reseller,Cash,Education,25–34,iOS 16,5.0,Kept
APPL-00006901,2024-10-05,2024,Q4,October,Pakistan,Asia,Gujranwala,iPhone 13,iPhone,64 GB,Midnight,663.14,0,2,663.14,1326.28,PKR,279.0,370032.12,Carrier Store,Net Banking,Business,35–44,Other,4.7,Kept
APPL-00006902,2024-10-20,2024,Q4,October,Pakistan,Asia,Gujranwala,Apple Pencil (1st Gen),Accessories,N/A,Space Gray,97.01,15,1,82.46,82.46,PKR,279.0,23006.34,Corporate / B2B,Gift Card,Education,18–24,N/A,3.2,Kept
APPL-00006903,2024-12-10,2024,Q4,December,Pakistan,Asia,Gujranwala,Apple TV 4K (3rd Gen),Accessories,N/A,White,136.81,5,2,129.97,259.94,PKR,279.0,72523.26,Authorized Reseller,Credit Card,Business,18–24,N/A,4.2,Kept
APPL-00006904,2024-12-28,2024,Q4,December,Pakistan,Asia,Gujranwala,Magic Trackpad,Accessories,N/A,Silver,121.06,15,4,102.9,411.6,PKR,279.0,114836.4,Authorized Reseller,EMI / Installment,Individual,45–54,N/A,4.3,Kept
APPL-00006905,2022-04-24,2022,Q2,April,Pakistan,Asia,Hyderabad,iPad Pro 12.9-inch (M2),iPad,512 GB,Silver,1123.62,0,6,1123.62,6741.72,PKR,279.0,1880939.88,Authorized Reseller,Cash,Government,18–24,N/A,4.2,Exchanged
APPL-00006906,2022-05-18,2022,Q2,May,Pakistan,Asia,Hyderabad,Apple Pencil (1st Gen),Accessories,N/A,Black,96.79,5,3,91.95,275.85,PKR,279.0,76962.15,Third-Party Retailer,Cash,Business,18–24,N/A,4.6,Kept
APPL-00006907,2022-06-30,2022,Q2,June,Pakistan,Asia,Hyderabad,MacBook Air 15-inch (M2),Mac,512 GB SSD,Space Gray,1217.31,0,3,1217.31,3651.93,PKR,279.0,1018888.47,Corporate / B2B,Apple Pay,Education,45–54,N/A,3.3,Kept
APPL-00006908,2022-08-13,2022,Q3,August,Pakistan,Asia,Hyderabad,AirPods Pro (2nd Gen),AirPods,N/A,White,255.11,7,2,237.25,474.5,PKR,279.0,132385.5,Authorized Reseller,Debit Card,Education,45–54,N/A,3.7,Returned
APPL-00006909,2022-09-02,2022,Q3,September,Pakistan,Asia,Hyderabad,Apple Watch SE (2nd Gen),Apple Watch,N/A,Titanium,244.37,0,2,244.37,488.74,PKR,279.0,136358.46,Third-Party Retailer,Gift Card,Government,25–34,N/A,4.8,Kept
APPL-00006910,2022-09-05,2022,Q3,September,Pakistan,Asia,Hyderabad,AirPods Pro (2nd Gen),AirPods,N/A,Midnight,230.71,0,5,230.71,1153.55,PKR,279.0,321840.45,Carrier Store,Gift Card,Government,45–54,N/A,4.5,Kept
APPL-00006911,2022-11-24,2022,Q4,November,Pakistan,Asia,Hyderabad,AirPods (3rd Gen),AirPods,N/A,White,158.79,10,3,142.91,428.73,PKR,279.0,119615.67,Online (Apple.com),Net Banking,Education,45–54,N/A,4.7,Kept
APPL-00006912,2023-04-21,2023,Q2,April,Pakistan,Asia,Hyderabad,Mac Pro (M2 Ultra),Mac,2 TB SSD,Silver,7249.16,5,1,6886.7,6886.7,PKR,279.0,1921389.3,Third-Party Retailer,EMI / Installment,Government,55+,N/A,,Kept
APPL-00006913,2023-05-29,2023,Q2,May,Pakistan,Asia,Hyderabad,HomePod mini,Accessories,N/A,Black,101.94,7,4,94.8,379.2,PKR,279.0,105796.8,Apple Store,Gift Card,Education,45–54,N/A,3.7,Kept
APPL-00006914,2023-06-11,2023,Q2,June,Pakistan,Asia,Hyderabad,iPhone 14 Pro Max,iPhone,1 TB,Product Red,972.28,7,1,904.22,904.22,PKR,279.0,252277.38,Third-Party Retailer,Credit Card,Individual,45–54,Android,,Kept
APPL-00006915,2023-07-21,2023,Q3,July,Pakistan,Asia,Hyderabad,MacBook Pro 14-inch (M3),Mac,512 GB SSD,Midnight,2076.96,3,6,2014.65,12087.9,PKR,279.0,3372524.1,Third-Party Retailer,Gift Card,Business,25–34,N/A,4.9,Kept
APPL-00006916,2023-09-01,2023,Q3,September,Pakistan,Asia,Hyderabad,iMac 24-inch (M3),Mac,256 GB SSD,Starlight,1373.86,3,1,1332.64,1332.64,PKR,279.0,371806.56,Corporate / B2B,Credit Card,Business,25–34,N/A,,Kept
APPL-00006917,2023-11-13,2023,Q4,November,Pakistan,Asia,Hyderabad,Apple Watch Series 8,Apple Watch,N/A,Product Red,291.06,0,3,291.06,873.18,PKR,279.0,243617.22,Carrier Store,Gift Card,Government,18–24,N/A,3.8,Kept
APPL-00006918,2023-12-01,2023,Q4,December,Pakistan,Asia,Hyderabad,USB-C Woven Charge Cable,Accessories,N/A,Black,29.38,0,1,29.38,29.38,PKR,279.0,8197.02,Online (Apple.com),Credit Card,Education,55+,N/A,4.0,Kept
APPL-00006919,2023-12-20,2023,Q4,December,Pakistan,Asia,Hyderabad,MacBook Air 13-inch (M2),Mac,1 TB SSD,Gold,1185.13,0,2,1185.13,2370.26,PKR,279.0,661302.54,Carrier Store,Credit Card,Education,35–44,N/A,4.8,Kept
APPL-00006920,2023-12-20,2023,Q4,December,Pakistan,Asia,Hyderabad,Apple Watch Series 9,Apple Watch,N/A,Starlight,403.67,5,1,383.49,383.49,PKR,279.0,106993.71,Online (Apple.com),Credit Card,Education,45–54,N/A,,Returned
APPL-00006921,2024-01-07,2024,Q1,January,Pakistan,Asia,Hyderabad,iPhone 13 Pro,iPhone,256 GB,Blue Titanium,896.97,10,3,807.27,2421.81,PKR,279.0,675684.99,Apple Store,Gift Card,Individual,25–34,Other,,Kept
APPL-00006922,2024-01-08,2024,Q1,January,Pakistan,Asia,Hyderabad,iPhone 13 Pro,iPhone,512 GB,White Titanium,905.56,7,1,842.17,842.17,PKR,279.0,234965.43,Carrier Store,Credit Card,Education,45–54,New User,4.6,Returned
APPL-00006923,2024-04-29,2024,Q2,April,Pakistan,Asia,Hyderabad,iPhone 13 Pro,iPhone,64 GB,Natural Titanium,906.06,10,3,815.45,2446.35,PKR,279.0,682531.65,Apple Store,Cash,Business,55+,Android,4.7,Kept
